Transaction_ID,Date,Region,Product_Category,Product_SKU,Quantity,Unit_Price,Discount_Applied,Customer_Rating,Is_Member,Total_Sales,,
1280,2023-06-26 10:41:24,East,Clothing,SKU-728,17,183.62,0.1,3,Yes,2809.39,,
1281,2023-04-20 15:31:07,South,Garden,SKU-117,41,313.59,0.2,4,No,10285.75,,
1282,2023-12-10 9:36:15,South,Home,SKU-450,4,245.42,0.05,5,Yes,932.6,,
1283,2023-04-02 11:29:40,North,Clothing,SKU-824,22,456.52,0.2,3,Yes,8034.75,,
1284,2023-04-07 8:01:08,West,Clothing,SKU-464,48,177.16,0,1,No,8503.68,,
1285,2023-06-25 21:18:39,South,Home,SKU-342,44,147.72,0.1,3,No,5849.71,,
1286,2023-02-20 8:05:41,North,Toys,SKU-713,9,407.78,0.05,1,Yes,3486.52,,
1287,2023-06-25 18:30:31,North,Toys,SKU-201,14,446.55,0.15,2,No,5313.94,,
1288,2023-10-07 4:29:31,East,Clothing,SKU-525,3,272.75,0.15,5,Yes,695.51,,
1289,2023-09-27 11:06:23,South,Electronics,SKU-877,34,232.89,0,3,No,7918.26,,
1290,2023-07-17 11:24:57,South,Garden,SKU-971,27,264.17,0.05,1,Yes,6775.96,,
1291,2023-08-16 6:50:06,West,Clothing,SKU-507,28,239,0.15,3,Yes,5688.2,,
1292,2023-08-27 5:40:45,East,Clothing,SKU-424,24,168.77,0.05,5,Yes,3847.96,,
1293,2023-11-02 3:10:53,South,Clothing,SKU-225,36,159.35,0,5,No,5736.6,,
1294,2023-03-25 21:16:11,East,Home,SKU-272,46,425.26,0.05,4,No,18583.86,,
1295,2023-08-13 23:32:46,South,Electronics,SKU-203,18,491.81,0.2,4,No,7082.06,,
1296,2023-10-13 6:04:19,West,Home,SKU-160,2,23.44,0,2,No,46.88,,
1297,2023-05-07 6:23:42,South,Garden,SKU-496,49,34.06,0,5,Yes,1668.94,,
1298,2023-03-22 22:57:18,West,Garden,SKU-490,20,486.7,0,4,No,9734,,
1299,2023-07-26 13:44:05,East,Home,SKU-650,1,240.91,0.15,2,No,204.77,,
1300,2023-03-30 22:18:11,West,Electronics,SKU-974,6,309.99,0.1,5,Yes,1673.95,,
1301,2023-01-07 13:23:39,East,Home,SKU-967,8,395.3,0.2,2,No,2529.92,,
1302,2023-09-29 13:12:56,West,Electronics,SKU-507,6,263.82,0.2,4,Yes,1266.34,,
1303,2023-06-21 10:10:17,East,Garden,SKU-352,30,219.45,0.2,3,No,5266.8,,
1304,2023-09-23 7:14:48,South,Home,SKU-773,38,316.68,0.1,4,No,10830.46,,
1305,2023-05-29 23:31:14,West,Garden,SKU-577,22,70.16,0,4,Yes,1543.52,,
1306,2023-05-13 19:31:50,East,Home,SKU-413,7,327.33,0.15,3,Yes,1947.61,,
1307,2023-05-11 1:44:59,South,Clothing,SKU-946,17,228.17,0,1,No,3878.89,,
1308,2023-07-09 5:25:25,West,Clothing,SKU-342,2,150.17,0.15,4,Yes,255.29,,
1309,2023-06-19 13:00:15,South,Garden,SKU-238,17,171.05,0.2,4,Yes,2326.28,,
1310,2023-05-29 17:27:19,South,Garden,SKU-323,5,123.57,0.05,1,Yes,586.96,,
1311,2023-05-15 18:52:06,East,Electronics,SKU-771,9,313.34,0.05,4,Yes,2679.06,,
1312,2023-10-20 6:55:10,East,Home,SKU-717,41,37.99,0.05,2,No,1479.71,,
1313,2023-09-12 3:44:43,South,Home,SKU-103,10,245.56,0.1,4,No,2210.04,,
1314,2023-04-27 2:25:18,West,Home,SKU-794,23,21.53,0.05,3,No,470.43,,
1315,2023-12-18 3:48:00,East,Clothing,SKU-611,14,325.35,0.2,4,No,3643.92,,
1316,2023-04-25 9:42:37,North,Toys,SKU-453,23,371.66,0.2,3,Yes,6838.54,,
1317,2023-02-12 10:51:49,West,Garden,SKU-726,36,159.96,0.05,2,No,5470.63,,
1318,2023-09-16 1:03:26,South,Garden,SKU-738,39,479.11,0.1,2,Yes,16816.76,,
1319,2023-05-03 13:24:57,West,Home,SKU-998,1,411.28,0,3,Yes,411.28,,
1320,2023-01-08 19:02:59,North,Toys,SKU-179,39,338.72,0,1,Yes,13210.08,,
1321,2023-02-10 18:20:48,East,Electronics,SKU-531,7,150.39,0.1,5,Yes,947.46,,
1322,2023-06-07 9:30:51,North,Clothing,SKU-416,23,222.29,0.05,1,Yes,4857.04,,
1323,2023-11-29 8:12:41,South,Electronics,SKU-631,34,46.28,0.05,1,Yes,1494.84,,
1324,2023-12-21 15:00:03,North,Electronics,SKU-841,24,400.62,0,4,Yes,9614.88,,
1325,2023-09-18 4:01:56,North,Clothing,SKU-845,34,212.22,0.05,3,Yes,6854.71,,
1326,2023-07-30 5:12:51,West,Garden,SKU-420,19,469.16,0.05,5,No,8468.34,,
1327,2023-01-28 0:34:21,South,Garden,SKU-783,18,137.38,0.1,3,No,2225.56,,
1328,2023-11-04 2:47:15,West,Garden,SKU-451,41,487.67,0.2,5,No,15995.58,,
1329,2023-12-10 12:16:22,West,Toys,SKU-747,22,420.95,0.15,1,No,7871.76,,
1330,2023-08-31 1:33:17,North,Home,SKU-525,42,42.46,0.2,3,No,1426.66,,
1331,2023-01-17 9:21:36,East,Toys,SKU-244,15,49.52,0.15,5,Yes,631.38,,
1332,2023-07-14 5:41:12,West,Home,SKU-137,46,366.81,0.1,5,No,15185.93,,
1333,2023-03-08 21:51:34,South,Clothing,SKU-538,24,491.58,0.2,3,Yes,9438.34,,
1334,2023-10-06 21:22:46,South,Electronics,SKU-238,10,171.48,0.05,2,No,1629.06,,
1335,2023-08-13 16:47:17,South,Clothing,SKU-968,18,285.91,0,4,No,5146.38,,
1336,2023-10-17 18:21:45,North,Toys,SKU-156,8,158.9,0.15,5,Yes,1080.52,,
1337,2023-02-03 18:50:34,East,Home,SKU-545,25,182.5,0.1,3,No,4106.25,,
1338,2023-08-08 13:22:09,West,Clothing,SKU-307,16,240.63,0.05,4,Yes,3657.58,,
1339,2023-04-14 11:04:26,West,Electronics,SKU-501,19,108.84,0,1,No,2067.96,,
1340,2023-07-20 17:43:25,West,Clothing,SKU-140,25,235.63,0,1,No,5890.75,,
1341,2023-06-10 22:29:44,South,Electronics,SKU-233,37,116.15,0.1,4,No,3867.8,,
1342,2023-07-30 16:52:06,South,Garden,SKU-418,33,113.48,0.1,4,No,3370.36,,
1343,2023-12-10 1:13:42,South,Electronics,SKU-529,35,370.52,0.05,3,No,12319.79,,
1344,2023-11-14 21:47:29,East,Home,SKU-257,48,27.23,0.1,2,Yes,1176.34,,
1345,2023-03-09 23:45:49,West,Home,SKU-297,16,206.6,0,1,No,3305.6,,
1346,2023-01-13 5:12:29,North,Home,SKU-176,49,16.11,0.1,5,No,710.45,,
1347,2023-12-26 9:53:14,North,Garden,SKU-524,9,292.07,0.1,5,Yes,2365.77,,
1348,2023-12-22 17:08:44,West,Home,SKU-400,6,316.22,0,4,Yes,1897.32,,
1349,2023-01-03 5:03:39,East,Toys,SKU-720,6,297.73,0.2,1,Yes,1429.1,,
1350,2023-12-16 5:17:39,East,Home,SKU-465,31,252.8,0.05,1,No,7444.96,,
1351,2023-03-06 10:41:28,East,Home,SKU-483,20,81.25,0.15,1,No,1381.25,,
1352,2023-07-20 13:10:14,East,Toys,SKU-973,19,21,0.05,1,No,379.05,,
1353,2023-10-08 5:13:07,South,Electronics,SKU-368,6,478.18,0.15,4,No,2438.72,,
1354,2023-09-19 14:17:00,South,Electronics,SKU-904,20,434.46,0,1,Yes,8689.2,,
1355,2023-07-13 6:27:25,South,Home,SKU-770,39,195,0.2,1,Yes,6084,,
1356,2023-11-01 8:22:56,West,Clothing,SKU-652,20,307.95,0,4,No,6159,,
1357,2023-09-22 15:35:05,South,Toys,SKU-885,6,388.93,0.1,4,Yes,2100.22,,
1358,2023-06-10 21:30:55,North,Clothing,SKU-381,5,248.65,0.1,4,No,1118.92,,
1359,2023-11-19 11:10:59,West,Toys,SKU-590,23,50.49,0.05,4,No,1103.21,,
1360,2023-05-13 14:15:34,South,Clothing,SKU-821,28,329.84,0.1,4,No,8311.97,,
1361,2023-04-05 4:53:47,South,Electronics,SKU-421,46,324.19,0.1,5,No,13421.47,,
1362,2023-02-09 20:27:30,East,Toys,SKU-296,11,231.99,0.2,5,Yes,2041.51,,
1363,2023-01-31 16:59:05,South,Clothing,SKU-360,15,85.34,0.1,1,No,1152.09,,
1364,2023-06-13 14:58:56,East,Electronics,SKU-157,12,163.7,0.2,5,Yes,1571.52,,
1365,2023-07-07 11:25:39,East,Home,SKU-281,17,367.23,0.1,4,Yes,5618.62,,
1366,2023-08-08 18:50:50,West,Clothing,SKU-404,34,413.13,0.1,4,No,12641.78,,
1367,2023-01-21 20:39:07,North,Home,SKU-226,23,232.18,0.05,2,Yes,5073.13,,
1368,2023-04-01 1:45:53,West,Electronics,SKU-674,6,180.9,0.05,4,Yes,1031.13,,
1369,2023-07-06 12:09:13,East,Electronics,SKU-431,20,326.78,0.2,4,Yes,5228.48,,
1370,2023-02-12 22:53:08,East,Clothing,SKU-727,44,403.87,0.15,2,Yes,15104.74,,
1371,2023-11-01 12:00:56,North,Garden,SKU-267,25,485.31,0.2,4,Yes,9706.2,,
1372,2023-03-28 8:51:54,South,Toys,SKU-812,42,340.08,0,2,Yes,14283.36,,
1373,2023-07-09 18:41:17,South,Electronics,SKU-814,45,415.19,0,2,No,18683.55,,
1374,2023-04-25 22:33:29,North,Clothing,SKU-751,44,103.2,0.2,3,No,3632.64,,
1375,2023-01-18 22:21:39,West,Toys,SKU-149,9,160.31,0.1,1,No,1298.51,,
1376,2023-09-22 2:05:21,South,Electronics,SKU-229,32,221.03,0.05,5,Yes,6719.31,,
1377,2023-07-15 22:04:59,South,Clothing,SKU-467,25,220.8,0,2,Yes,5520,,
1378,2023-07-26 4:35:06,North,Home,SKU-734,5,489.68,0,5,Yes,2448.4,,
1379,2023-06-27 9:08:31,West,Home,SKU-686,9,35.82,0,2,No,322.38,,
1380,2023-09-07 8:56:48,East,Clothing,SKU-465,49,373.27,0,5,No,18290.23,,
1381,2023-01-02 14:10:49,South,Home,SKU-425,30,71.71,0.2,1,No,1721.04,,
1382,2023-11-25 22:14:50,West,Clothing,SKU-447,11,188.95,0.05,5,Yes,1974.53,,
1383,2023-09-09 23:30:04,North,Electronics,SKU-201,31,174.8,0,1,Yes,5418.8,,
1384,2023-05-28 0:22:47,West,Electronics,SKU-415,39,85.03,0,5,Yes,3316.17,,
1385,2023-10-02 20:04:57,West,Clothing,SKU-767,16,17.5,0.1,4,No,252,,
1386,2023-02-07 23:21:01,West,Home,SKU-143,3,196.33,0.15,1,Yes,500.64,,
1387,2023-08-11 10:20:52,South,Toys,SKU-220,9,192.66,0,3,No,1733.94,,
1388,2023-05-22 9:22:37,East,Electronics,SKU-701,43,85.7,0.05,4,No,3500.84,,
1389,2023-01-07 21:03:30,West,Home,SKU-487,23,336.19,0.1,3,Yes,6959.13,,
1390,2023-06-29 22:50:15,South,Toys,SKU-291,41,14.15,0.15,2,No,493.13,,
1391,2023-05-11 20:34:39,West,Electronics,SKU-744,24,291.64,0.05,2,Yes,6649.39,,
1392,2023-01-30 13:19:08,West,Home,SKU-125,45,460.08,0,5,Yes,20703.6,,
1393,2023-06-12 15:12:40,West,Electronics,SKU-364,14,341.28,0.1,5,No,4300.13,,
1394,2023-04-24 11:19:00,South,Electronics,SKU-604,1,86.85,0,1,Yes,86.85,,
1395,2023-03-28 8:44:26,East,Clothing,SKU-667,22,413.05,0.1,5,Yes,8178.39,,
1396,2023-07-27 7:45:16,East,Home,SKU-299,29,197.33,0.1,1,Yes,5150.31,,
1397,2023-03-14 5:02:26,East,Electronics,SKU-173,5,72.89,0.05,4,Yes,346.23,,
1398,2023-09-12 2:43:36,West,Electronics,SKU-665,7,412.4,0.05,1,Yes,2742.46,,
1399,2023-12-08 12:54:20,West,Electronics,SKU-158,28,267.74,0,4,No,7496.72,,
1400,2023-12-22 15:53:30,North,Clothing,SKU-216,37,64.54,0.1,4,No,2149.18,,
1401,2023-01-18 3:33:00,North,Home,SKU-868,5,466.06,0.2,4,No,1864.24,,
1402,2023-04-30 10:33:06,South,Home,SKU-654,16,150.7,0.05,1,No,2290.64,,
1403,2023-03-29 23:22:34,East,Clothing,SKU-421,42,485.38,0.1,5,No,18347.36,,
1404,2023-07-02 12:28:27,North,Home,SKU-627,41,311.33,0.1,3,No,11488.08,,
1405,2023-10-28 10:44:00,West,Toys,SKU-447,20,327.37,0.15,4,No,5565.29,,
1406,2023-05-22 4:46:39,North,Electronics,SKU-295,42,57.14,0.05,5,No,2279.89,,
1407,2023-06-30 23:42:01,North,Toys,SKU-835,26,421.8,0.1,2,No,9870.12,,
1408,2023-03-31 13:17:08,North,Garden,SKU-352,44,93.16,0.15,2,Yes,3484.18,,
1409,2023-08-08 9:32:22,South,Electronics,SKU-814,6,207.56,0,3,No,1245.36,,
1410,2023-11-23 23:58:08,East,Garden,SKU-978,18,428.24,0,4,Yes,7708.32,,
1411,2023-09-09 3:18:00,West,Home,SKU-844,19,103.34,0.2,4,No,1570.77,,
1412,2023-08-14 8:22:45,East,Garden,SKU-398,36,52.65,0.05,5,No,1800.63,,
1413,2023-02-18 9:54:15,North,Garden,SKU-740,40,190.19,0.05,3,Yes,7227.22,,
1414,2023-09-08 0:01:50,West,Clothing,SKU-699,44,354.72,0.1,4,Yes,14046.91,,
1415,2023-11-08 8:18:30,North,Home,SKU-513,11,451.06,0.2,4,Yes,3969.33,,
1416,2023-06-10 13:07:44,West,Clothing,SKU-706,3,173.2,0.1,5,Yes,467.64,,
1417,2023-11-21 17:54:51,West,Electronics,SKU-606,30,72.02,0.2,5,Yes,1728.48,,
1418,2023-12-16 3:59:07,North,Toys,SKU-274,31,319.93,0.15,1,Yes,8430.16,,
1419,2023-03-17 17:09:31,North,Clothing,SKU-343,12,435.57,0,5,Yes,5226.84,,
1420,2023-01-29 8:15:30,East,Toys,SKU-174,33,440.41,0.2,2,Yes,11626.82,,
1421,2023-10-25 10:07:05,East,Electronics,SKU-213,46,223.22,0,2,No,10268.12,,
1422,2023-11-29 4:42:58,East,Home,SKU-214,4,323.25,0.1,3,Yes,1163.7,,
1423,2023-12-30 3:33:59,East,Toys,SKU-911,46,13.41,0.2,3,Yes,493.49,,
1424,2023-06-17 22:44:12,South,Electronics,SKU-637,37,245.74,0.2,2,No,7273.9,,
1425,2023-02-09 15:54:24,East,Clothing,SKU-318,22,249.42,0.1,2,No,4938.52,,
1426,2023-08-17 0:19:23,South,Garden,SKU-152,25,284,0.05,1,No,6745,,
1427,2023-08-04 1:19:07,East,Toys,SKU-668,26,60.34,0.15,3,Yes,1333.51,,
1428,2023-05-22 17:49:07,South,Home,SKU-689,6,381.44,0.2,4,Yes,1830.91,,
1429,2023-08-27 11:08:46,West,Electronics,SKU-684,22,374.32,0.2,2,No,6588.03,,
1430,2023-02-28 14:18:42,North,Electronics,SKU-195,11,199.75,0.15,5,Yes,1867.66,,
1431,2023-01-30 14:52:37,South,Toys,SKU-505,11,48.02,0.2,2,No,422.58,,
1432,2023-05-27 6:01:40,North,Toys,SKU-650,39,77.69,0.15,4,Yes,2575.42,,
1433,2023-07-23 13:53:31,South,Electronics,SKU-562,40,383.18,0,3,No,15327.2,,
1434,2023-10-13 16:32:03,West,Electronics,SKU-865,11,466.65,0.2,1,No,4106.52,,
1435,2023-07-24 3:40:54,South,Garden,SKU-283,49,158.01,0,1,Yes,7742.49,,
1436,2023-06-03 4:59:55,North,Electronics,SKU-609,24,10.41,0.15,2,Yes,212.36,,
1437,2023-02-01 16:10:54,South,Garden,SKU-521,6,260.79,0,2,Yes,1564.74,,
1438,2023-11-16 0:12:30,West,Home,SKU-430,33,496.95,0.05,1,Yes,15579.38,,
1439,2023-05-02 3:44:14,West,Toys,SKU-886,16,335.62,0.2,3,Yes,4295.94,,
1440,2023-09-26 0:24:39,South,Toys,SKU-795,37,193.81,0.15,5,Yes,6095.32,,
1441,2023-03-02 9:11:27,South,Home,SKU-967,11,379.93,0.05,5,Yes,3970.27,,
1442,2023-02-14 7:05:33,West,Electronics,SKU-381,40,168.42,0.05,2,Yes,6399.96,,
1443,2023-07-23 16:53:30,East,Toys,SKU-451,17,40.3,0.05,3,Yes,650.84,,
1444,2023-11-27 12:19:08,South,Garden,SKU-347,11,167.5,0.2,3,No,1474,,
1445,2023-02-15 5:15:20,East,Home,SKU-607,41,425.23,0.2,5,Yes,13947.54,,
1446,2023-03-28 17:07:36,East,Toys,SKU-731,20,112.77,0.1,4,Yes,2029.86,,
1447,2023-01-31 20:07:00,North,Garden,SKU-585,12,105.07,0.1,3,No,1134.76,,
1448,2023-11-26 13:40:24,West,Garden,SKU-283,18,127.59,0.05,4,Yes,2181.79,,
1449,2023-07-16 0:30:52,North,Clothing,SKU-832,7,177.46,0,5,No,1242.22,,
1450,2023-03-13 22:45:27,East,Home,SKU-904,25,386.41,0.2,1,No,7728.2,,
1451,2023-12-25 3:57:51,East,Clothing,SKU-219,35,112.45,0.05,3,Yes,3738.96,,
1452,2023-01-08 20:15:29,East,Home,SKU-591,45,289.9,0.05,5,Yes,12393.22,,
1453,2023-01-28 19:07:29,North,Clothing,SKU-978,48,198.71,0.1,1,Yes,8584.27,,
1454,2023-04-23 1:56:13,West,Electronics,SKU-876,45,155.23,0.2,3,Yes,5588.28,,
1455,2023-12-30 7:37:28,South,Clothing,SKU-938,40,55.3,0.2,3,Yes,1769.6,,
1456,2023-09-09 5:01:26,South,Electronics,SKU-355,4,448.37,0.2,3,No,1434.78,,
1457,2023-12-15 22:57:59,South,Garden,SKU-382,30,467.09,0,5,No,14012.7,,
1458,2023-09-19 17:59:32,North,Electronics,SKU-830,8,146.01,0,4,No,1168.08,,
1459,2023-08-02 22:16:23,South,Toys,SKU-361,38,469.54,0.1,5,No,16058.27,,
1460,2023-02-26 19:46:33,South,Electronics,SKU-333,2,354.7,0,4,Yes,709.4,,
1461,2023-07-18 19:40:30,South,Home,SKU-895,5,153.16,0.05,1,Yes,727.51,,
1462,2023-11-09 20:33:13,North,Electronics,SKU-749,15,367.71,0.1,4,No,4964.08,,
1463,2023-07-05 7:55:02,South,Garden,SKU-675,42,294.39,0.05,2,Yes,11746.16,,
1464,2023-04-20 21:25:05,North,Home,SKU-521,10,480.22,0.2,5,Yes,3841.76,,
1465,2023-08-01 0:57:37,West,Clothing,SKU-481,49,426.93,0.05,4,No,19873.59,,
1466,2023-11-06 0:14:10,South,Clothing,SKU-551,46,203.28,0.1,4,No,8415.79,,
1467,2023-10-21 20:37:49,South,Home,SKU-472,49,259.49,0.05,2,No,12079.26,,
1468,2023-04-16 10:33:46,West,Garden,SKU-927,21,186.39,0.2,5,No,3131.35,,
1469,2023-02-08 19:59:56,North,Clothing,SKU-723,45,360.69,0.2,2,Yes,12984.84,,
1470,2023-04-19 0:22:46,South,Toys,SKU-768,6,364.16,0.15,2,No,1857.22,,
1471,2023-07-12 19:00:58,East,Toys,SKU-542,12,151.68,0.05,3,No,1729.15,,
1472,2023-12-26 22:45:45,North,Toys,SKU-989,6,464.18,0.05,5,Yes,2645.83,,
1473,2023-02-01 14:46:17,South,Electronics,SKU-617,27,49.91,0.05,1,No,1280.19,,
1474,2023-11-25 5:18:24,West,Clothing,SKU-573,19,84.78,0.2,1,Yes,1288.66,,
1475,2023-03-22 2:59:26,South,Home,SKU-387,47,398.54,0.05,1,Yes,17794.81,,
1476,2023-01-09 6:26:17,North,Toys,SKU-784,36,297.94,0.15,4,Yes,9116.96,,
1477,2023-05-17 0:20:34,North,Clothing,SKU-721,28,134.02,0.15,5,No,3189.68,,
1478,2023-11-03 6:47:27,South,Garden,SKU-474,27,459.37,0.15,4,No,10542.54,,
1479,2023-09-21 11:47:28,East,Garden,SKU-682,35,369.52,0.2,2,No,10346.56,,
1480,2023-01-16 0:07:18,East,Garden,SKU-972,14,171.9,0.05,3,No,2286.27,,
1481,2023-08-21 8:22:20,East,Clothing,SKU-744,30,405.93,0.2,2,Yes,9742.32,,
1482,2023-08-06 22:00:56,East,Electronics,SKU-312,12,213.26,0.2,1,Yes,2047.3,,
1483,2023-04-30 3:34:05,East,Toys,SKU-913,16,228.47,0.15,4,No,3107.19,,
1484,2023-02-01 4:29:01,South,Garden,SKU-538,19,443.49,0.2,4,No,6741.05,,
1485,2023-08-10 10:32:38,South,Home,SKU-503,19,421.42,0.05,5,Yes,7606.63,,
1486,2023-12-16 6:18:38,South,Toys,SKU-571,45,56.42,0,1,Yes,2538.9,,
1487,2023-02-23 16:32:03,West,Clothing,SKU-992,7,192.82,0.2,3,Yes,1079.79,,
1488,2023-02-26 5:56:54,West,Clothing,SKU-247,48,47.2,0,1,Yes,2265.6,,
1489,2023-08-22 15:07:21,West,Electronics,SKU-141,9,404.2,0.1,3,No,3274.02,,
1490,2023-03-16 15:25:07,East,Electronics,SKU-625,26,184.98,0.2,5,Yes,3847.58,,
1491,2023-07-29 23:51:20,South,Garden,SKU-592,25,129.56,0.05,3,Yes,3077.05,,
1492,2023-12-01 18:36:22,North,Home,SKU-808,43,110.71,0.05,1,No,4522.5,,
1493,2023-11-30 20:30:07,South,Electronics,SKU-489,41,294.17,0,3,No,12060.97,,
1494,2023-06-17 3:15:25,West,Toys,SKU-120,35,383.51,0,5,Yes,13422.85,,
1495,2023-03-31 3:54:33,East,Clothing,SKU-446,42,211.42,0.1,1,No,7991.68,,
1496,2023-10-07 12:23:22,South,Garden,SKU-638,3,259.15,0.2,4,No,621.96,,
1497,2023-02-21 20:08:57,East,Electronics,SKU-810,42,134.44,0.2,4,No,4517.18,,
1498,2023-10-01 18:07:43,South,Clothing,SKU-136,43,280.54,0.2,1,No,9650.58,,
1499,2023-11-26 9:31:59,South,Home,SKU-952,48,324.64,0.1,1,Yes,14024.45,,
1500,2023-04-29 13:52:34,West,Garden,SKU-563,47,98.19,0.05,1,Yes,4384.18,,
1501,2023-11-10 1:32:17,North,Toys,SKU-970,27,128.38,0,2,No,3466.26,,
1502,2023-11-08 23:42:19,West,Toys,SKU-763,47,235.22,0.2,2,No,8844.27,,
1503,2023-10-25 5:41:56,West,Electronics,SKU-202,35,312.98,0,4,Yes,10954.3,,
1504,2023-10-02 14:46:08,South,Electronics,SKU-350,20,97.24,0.2,2,Yes,1555.84,,
1505,2023-10-08 0:38:29,East,Garden,SKU-924,13,434.82,0,5,Yes,5652.66,,
1506,2023-08-28 10:21:17,South,Toys,SKU-311,35,407.35,0,4,No,14257.25,,
1507,2023-07-28 12:36:40,West,Garden,SKU-844,40,257.92,0.05,5,No,9800.96,,
1508,2023-10-01 23:29:40,North,Toys,SKU-863,48,17.39,0.2,5,Yes,667.78,,
1509,2023-08-09 21:55:13,East,Garden,SKU-121,10,446.17,0.15,3,No,3792.44,,
1510,2023-05-11 20:50:55,North,Home,SKU-801,21,15.17,0.1,2,Yes,286.71,,
1511,2023-07-24 7:07:35,South,Garden,SKU-337,13,172.55,0,1,Yes,2243.15,,
1512,2023-12-20 19:35:03,East,Home,SKU-602,2,384.36,0,3,Yes,768.72,,
1513,2023-06-12 23:01:50,West,Home,SKU-354,32,272.56,0,2,No,8721.92,,
1514,2023-01-23 22:24:51,South,Toys,SKU-136,2,101.08,0,1,Yes,202.16,,
1515,2023-05-14 7:10:16,North,Garden,SKU-344,15,297.55,0.1,5,No,4016.92,,
1516,2023-02-26 22:09:08,West,Toys,SKU-950,25,78.03,0.1,1,No,1755.68,,
1517,2023-04-16 2:28:11,East,Clothing,SKU-873,31,94.79,0.1,5,Yes,2644.64,,
1518,2023-09-01 6:45:08,East,Garden,SKU-603,8,264.3,0.2,2,Yes,1691.52,,
1519,2023-07-27 8:57:09,East,Garden,SKU-325,1,19.88,0.1,3,No,17.89,,
1520,2023-01-12 7:22:43,East,Electronics,SKU-333,46,414.52,0.2,1,No,15254.34,,
1521,2023-12-05 8:12:58,East,Clothing,SKU-419,22,360.52,0.1,1,No,7138.3,,
1522,2023-01-16 10:54:24,West,Electronics,SKU-492,7,367.27,0.2,3,Yes,2056.71,,
1523,2023-11-10 16:41:49,East,Electronics,SKU-606,44,376.18,0.15,5,No,14069.13,,
1524,2023-09-06 11:00:03,East,Home,SKU-149,22,300,0,3,Yes,6600,,
1525,2023-01-09 6:12:36,West,Home,SKU-996,14,29.56,0,1,Yes,413.84,,
1526,2023-08-10 12:47:53,West,Clothing,SKU-648,3,106.93,0.15,1,No,272.67,,
1527,2023-07-24 9:18:20,South,Electronics,SKU-274,3,92.3,0.05,1,No,263.05,,
1528,2023-07-13 7:53:00,East,Home,SKU-872,7,402.62,0,4,No,2818.34,,
1529,2023-12-30 23:30:55,North,Clothing,SKU-856,20,333.28,0,4,No,6665.6,,
1530,2023-08-28 7:11:36,East,Home,SKU-829,48,137.06,0,4,No,6578.88,,
1531,2023-01-11 5:40:23,South,Electronics,SKU-752,33,309.36,0.2,1,No,8167.1,,
1532,2023-08-02 18:11:32,West,Toys,SKU-912,31,267.76,0.1,3,No,7470.5,,
1533,2023-05-09 16:48:16,North,Toys,SKU-863,25,416.82,0.15,3,Yes,8857.42,,
1534,2023-11-28 12:35:44,North,Toys,SKU-853,18,223.05,0.15,5,No,3412.66,,
1535,2023-06-15 4:49:57,North,Home,SKU-440,20,111.53,0.1,4,No,2007.54,,
1536,2023-08-04 20:38:56,South,Home,SKU-655,21,194.59,0.2,2,No,3269.11,,
1537,2023-02-11 21:38:30,East,Clothing,SKU-864,7,74.1,0,3,Yes,518.7,,
1538,2023-05-22 11:52:28,East,Garden,SKU-245,3,140.22,0.2,1,No,336.53,,
1539,2023-09-14 15:51:29,West,Toys,SKU-951,42,184.95,0.2,1,No,6214.32,,
1540,2023-04-15 13:29:46,West,Clothing,SKU-572,19,319.32,0.1,4,No,5460.37,,
1541,2023-09-01 6:38:53,East,Toys,SKU-613,12,139.09,0,1,Yes,1669.08,,
1542,2023-10-07 16:34:10,South,Toys,SKU-138,45,68.27,0.15,4,No,2611.33,,
1543,2023-09-06 22:56:34,East,Toys,SKU-113,21,142.1,0.05,2,Yes,2834.9,,
1544,2023-06-24 2:01:00,North,Toys,SKU-846,36,259,0.2,1,Yes,7459.2,,
1545,2023-07-20 17:07:44,South,Electronics,SKU-766,24,58.07,0.2,3,Yes,1114.94,,
1546,2023-04-22 15:04:47,East,Electronics,SKU-554,37,290.03,0,5,Yes,10731.11,,
1547,2023-03-30 0:48:41,North,Home,SKU-365,38,349.46,0.1,2,Yes,11951.53,,
1548,2023-05-26 6:36:43,West,Clothing,SKU-620,18,287.91,0.1,3,No,4664.14,,
1549,2023-12-03 14:15:23,South,Electronics,SKU-826,31,288.67,0.1,4,No,8053.89,,
1550,2023-12-27 3:58:21,South,Garden,SKU-362,13,337.6,0.1,1,Yes,3949.92,,
1551,2023-02-23 14:23:04,South,Electronics,SKU-557,22,477.82,0.05,1,No,9986.44,,
1552,2023-01-23 10:14:42,North,Garden,SKU-511,14,260.13,0.15,3,No,3095.55,,
1553,2023-08-31 12:12:58,West,Toys,SKU-461,19,156.07,0.05,1,Yes,2817.06,,
1554,2023-01-26 1:42:22,South,Toys,SKU-222,20,239.96,0.15,3,Yes,4079.32,,
1555,2023-03-01 13:56:37,East,Garden,SKU-523,1,348.85,0,4,Yes,348.85,,
1556,2023-03-28 10:56:13,East,Electronics,SKU-414,8,229.45,0.2,3,No,1468.48,,
1557,2023-07-14 15:48:27,South,Home,SKU-579,31,266.26,0.2,1,Yes,6603.25,,
1558,2023-04-24 18:46:53,West,Clothing,SKU-182,10,251.95,0.1,1,Yes,2267.55,,
1559,2023-03-27 1:27:09,East,Toys,SKU-907,30,105.97,0.2,1,Yes,2543.28,,
1560,2023-02-04 23:30:41,South,Clothing,SKU-527,19,64.65,0.05,1,Yes,1166.93,,
